"CNTF1_10.5"	"CNTM1_10.5"	"CNTM2_10.5"	"CNTF2_10.5"	"CNTM3_10.5"	"CNTF3_10.5"	"CNTM4_10.5"	"DHTF1_10.5"	"DHTF2_10.5"	"DHTM1_10.5"	"DHTF3_10.5"	"DHTM2_10.5"	"DHTF4_10.5"	"DHTM3_10.5"	"DHTF5_10.5"	"DHTF6_10.5"	"DHTF7_10.5"	"DHTF8_10.5"	"FLUF1_10.5"	"FLUM1_10.5"	"FLUF2_10.5"	"FLUF3_10.5"	"genes"	"gene_group"
"Ptp4a3"	5.98785292858668	5.9480998359034	5.78251309142835	6.27390612123954	6.19323178379604	6.11609383827935	5.65908255967102	3.45103408543405	3.43624789295415	4.22678518878645	4.59237244693847	5.39594314306581	4.623246091795	3.42731439039713	2.66045622030928	3.04783730124734	4.6409171575417	1.83380868448704	5.83991958453686	6.22096466086947	6.04254023927929	4.81805572678594	"Ptp4a3"	"DEGs of placenta with female fetus"
"Eppk1"	3.54744162081371	3.93932513210487	4.28757330428908	4.57980035024969	3.59734979487041	3.36231005138474	4.51422904215123	3.07931299327145	1.15580149117805	0	0	2.93167346184491	2.30477352489903	2.37348801925951	0	2.21252470756492	0.806043593868859	1.19054192685384	3.76432408318053	4.08213169252999	3.78661610965083	2.28892610478908	"Eppk1"	"DEGs of placenta with female fetus"
"Csdc2"	0.644071623159549	0	2.03147561543519	0	0	1.82046981156331	2.77127662114297	3.74633399718559	4.83954726655123	2.87378439143116	4.59237244693847	2.31555740611604	4.25762429459913	4.98492865601528	4.33345136443925	4.34949988269875	4.06321053440041	4.24438359567004	1.31092803629127	0	0.936816342169263	4.10395989207851	"Csdc2"	"DEGs of placenta with female fetus"
"Endou"	4.99775909643075	4.80709283232813	5.25015568859959	4.57980035024969	3.59734979487041	4.35132503761862	4.31745837963692	1.80076097969351	2.70627927223407	1.18012922443844	2.49178053692726	3.36203904359001	1.36533394344223	2.37348801925951	2.39447671048642	1.77536149038931	1.6983208259234	2.61577844589409	5.13188778825078	5.09932991084911	4.68291475023123	3.58651808015265	"Endou"	"DEGs of placenta with female fetus"
"Ccdc184"	3.05580881373333	4.15961474592384	4.28757330428908	2.60693058931128	4.0841705870378	3.23876748915659	2.77127662114297	0	0	0	0	2.65625824399709	0.838491783415756	1.92141718217169	1.04576858541415	0	0	0	3.84087584340267	4.12151613920124	3.78661610965083	2.6282049861705	"Ccdc184"	"DEGs of placenta with female fetus"
"Galnt6"	3.54744162081371	3.2381617438329	3.12442238728103	3.48338031787441	1.62382106513146	3.77186549905975	1.96848113679654	0	1.50696800685052	0	0	0	0	1.25940800296492	0	0	2.24551098364953	1.19054192685384	1.98623677165776	3.23838825558189	2.21946185626613	2.0837585928359	"Galnt6"	"DEGs of placenta with female fetus"
"Prodh"	1.42664048973011	2.12907334897057	2.49373489240327	1.82620511837831	2.85712636826158	0.882828739483898	2.77127662114297	4.94525531867157	3.06496633438475	4.71805549353164	3.65097046772338	3.16284471870032	3.9247874163941	2.37348801925951	3.40329404726593	4.72486831257509	3.85513072824809	3.31856157991009	2.79161475585266	2.91884723790487	2.47806476599077	3.2359819640178	"Prodh"	"DEGs of placenta with female fetus"
"Cyp2ab1"	5.335973884614	4.28976094431428	3.89695238688524	4.85829637277121	4.91392484768173	5.08387309890595	4.08954676254241	3.45103408543405	3.35199648798538	4.12578494015594	3.35747236605419	4.38473007343221	2.05405628418552	3.90108396752697	2.88494861254233	3.57344358616819	1.32009190150253	3.91707182528396	4.28633674176835	4.04164183379702	3.58154292886254	3.58651808015265	"Cyp2ab1"	"DEGs of placenta with female fetus"
"St6gal1"	4.0173696780322	4.15961474592384	3.12442238728103	3.11071281187816	2.85712636826158	4.16025437761297	3.17189322826546	1.80076097969351	2.56372504544359	0	1.72785884775726	2.93167346184491	2.70426519853919	1.25940800296492	1.64567020855345	2.21252470756492	1.32009190150253	0	2.79161475585266	2.72790480019524	3.05561105580417	3.02254959593717	"St6gal1"	"DEGs of placenta with female fetus"
"Pla1a"	5.48842504955069	4.97128041994388	4.76818098872766	5.62569679274318	5.31694848094406	5.66662175037841	3.74228923180234	3.07931299327145	2.40552476109167	2.60024189668681	4.28531849615094	5.14876071534069	4.19691819353815	4.6262973510369	1.04576858541415	1.77536149038931	4.40647353630086	2.88984790781713	3.59783878164716	3.99998271495894	4.40016781940292	4.56521404295298	"Pla1a"	"DEGs of placenta with female fetus"
"Thbs2"	6.50838641296387	6.61490078899271	6.52517189681819	6.6110126237086	5.93958304210169	5.11933513481066	5.57340305169055	0	0	0	1.10847713584268	3.53703742822585	0.838491783415756	5.32305642248287	3.40329404726593	1.14510278702269	1.32009190150253	2.88984790781713	4.17245748145706	5.31852483433857	5.15960375210886	5.80902155014972	"Thbs2"	"DEGs of placenta with female fetus"
"Tmem204"	2.72842850064227	2.95395958626061	3.56179016639718	1.82620511837831	3.22150726271707	3.67985417274167	3.57601966602553	5.25778730913788	4.60487392058291	5.08386175134012	4.1032046946107	4.07996498719697	4.13354504991745	4.54248080097277	4.94509474091808	5.39900157133311	4.24502719158514	4.58993860443069	3.59783878164716	2.622036376993	2.69728347822608	4.2087630002704	"Tmem204"	"DEGs of placenta with female fetus"
"Fkbp5"	4.37125683606805	3.93932513210487	3.73908244225773	4.57980035024969	4.57899447830352	4.62244108143474	4.84191320685218	6.2854988473868	6.66821300528362	6.48571583575822	5.48976167589943	5.25276819868233	5.49627274082892	5.2189108029655	6.06602212497657	6.44335700676953	5.47274068093106	5.43691778578604	4.3918808580314	4.743133645176	4.73337483076557	4.78453718587352	"Fkbp5"	"DEGs of placenta with female fetus"
"Tff1"	4.52020851871329	3.77123757637156	4.03923837909411	4.23436462290487	4.57899447830352	5.18774667595071	3.66154843042766	0	0.690676648191743	0	2.15980283673961	4.78239792371862	2.05405628418552	2.71718823846573	0	0	2.8047310726725	0	3.76432408318053	3.66886799651265	3.96613393411606	4.10395989207851	"Tff1"	"DEGs of placenta with female fetus"
"H2-K1"	9.04669806002537	9.34367768515293	9.30501883815037	9.42181725551824	8.98358723610317	8.99652530491598	8.92080172689366	7.6773055435231	7.80668912007599	7.79795248261778	8.18587149027018	8.60553517380894	8.07558238029339	8.58100888298928	7.98458033422576	7.55143377679217	7.88264771063574	8.30590950397804	8.81771052681946	8.85251111190613	8.79285800718286	9.14605225307173	"H2-K1"	"DEGs of placenta with female fetus"
"H2-D1"	9.53878647410363	9.69446728404207	9.80082508429297	10.0569640482997	9.48618007120293	9.67443195046975	9.36833419617507	8.13799764051179	8.46289125600691	8.59664102933656	9.03548428411674	9.40072754843857	8.73413004629011	8.89163624584164	8.88109537416473	8.37930718677636	8.54287634745216	8.93919989936672	9.30695398571872	9.38274069429113	9.35272682485823	9.72851410997556	"H2-D1"	"DEGs of placenta with female fetus"
"H2-Q6"	5.02294775271683	5.0832155465463	4.92306191565017	6.17570155234968	5.31694848094406	5.25306052800136	5.1087722733649	1.80076097969351	3.79647808640632	2.87378439143116	3.77799531400139	5.3497790985617	3.68062778462703	3.75977089947926	3.78383281038875	2.21252470756492	3.31917292768361	3.78908716079134	4.28633674176835	5.26676858220649	5.3332400180844	5.82559612061786	"H2-Q6"	"DEGs of placenta with female fetus"
"Qpct"	7.16926630684816	7.03246480689157	6.54915835313708	7.24046531417253	7.05369572583837	6.81257943181961	6.66558861642973	3.45103408543405	5.41801260302526	4.64693702399692	6.08870128693319	5.72010343151331	5.21941131953671	6.22652139332771	5.33575614066342	4.34949988269875	3.77852097421248	5.96704087846945	6.2579827635101	6.32584937303121	6.5159461237266	7.15858602243996	"Qpct"	"DEGs of placenta with female fetus"
"Myo5b"	3.54744162081371	2.95395958626061	2.84327151574431	3.48338031787441	3.10996915117113	2.38403229178112	1.96848113679654	1.80076097969351	0	0	0	0	0	1.25940800296492	0	0	0	0	2.44441065240673	2.91884723790487	3.20612632128181	1.55751353475981	"Myo5b"	"DEGs of placenta with female fetus"
"Scgb1a1"	8.18392151322019	8.27104619900613	8.54949811618579	9.1899260429866	8.14692362194035	8.47702424370191	7.70956261302781	6.64906327720517	6.56906835033256	6.46519056516229	6.82208499297906	8.16031425643904	6.34685651391271	7.47601551837451	7.21878852277188	6.63141177663346	4.68355792452352	7.31046107555869	7.89458578446078	8.0721142352918	8.4522918916286	8.743358204846	"Scgb1a1"	"DEGs of placenta with female fetus"
"Tcf7l2"	3.96634434456295	3.93932513210487	4.84769886548886	4.23436462290487	4.02390136445642	3.67985417274167	3.57601966602553	2.57726663190761	2.02510031240372	1.18012922443844	1.72785884775726	3.36203904359001	2.30477352489903	3.6030979938865	2.06811965613919	1.14510278702269	3.08476174753715	2.61577844589409	3.68348162692345	3.91287212291149	4.5763697685472	3.42187029321182	"Tcf7l2"	"DEGs of placenta with female fetus"
"Slc40a1"	4.44765414692618	4.3506807044033	4.16874257669407	3.48338031787441	4.40088314327132	2.38403229178112	3.74228923180234	1.80076097969351	0.690676648191743	0	0	1.86867874654342	0.838491783415756	2.37348801925951	1.04576858541415	1.77536149038931	2.24551098364953	1.19054192685384	3.19307144817358	4.30376324433673	4.51999352313999	2.28892610478908	"Slc40a1"	"DEGs of placenta with both genders"
"Prg4"	0.644071623159549	0.88251867373153	0	1.82620511837831	1.91680892511903	1.42651953272242	0.789428547502671	5.9216493095912	2.83600560839785	6.06243428479808	2.98860755657655	2.31555740611604	1.36533394344223	2.99455697166917	5.17502050935527	5.66324138724325	1.6983208259234	3.49301664663924	1.31092803629127	0	2.21946185626613	2.0837585928359	"Prg4"	"DEGs of placenta with both genders"
"Ass1"	7.14652626847906	7.07821463091711	6.97811815114337	7.11359288878626	7.03854448868601	6.80170628504357	7.18932597635053	8.47661518400828	8.76325383479826	8.57285639818292	8.00290286745578	7.6431236746349	7.96160381482176	8.27178255357159	8.2139378434879	8.55224729711552	7.6551650333712	7.80822364534852	7.5853411422249	7.43487047570181	7.76612411569261	6.96270733312447	"Ass1"	"DEGs of placenta with both genders"
"Them7"	1.70085398456267	0	2.49373489240327	1.82620511837831	0.760406101231858	1.82046981156331	2.42501296276216	4.94525531867157	4.13578844611598	4.971925040482	3.18479679906236	3.36203904359001	3.58910631374774	4.45349274974127	4.25519253875929	5.17540273192586	3.08476174753715	4.03462206534051	2.62843251573021	0.55458296743159	0	3.33191797664982	"Them7"	"DEGs of placenta with both genders"
"Ghrh"	6.68446439668726	6.62726483596006	6.10729060026817	5.54931666728846	5.8382296970641	3.85835875333194	4.94785212142784	0	0.690676648191743	2.26240675230338	0	0	0	0	1.04576858541415	2.21252470756492	0	1.19054192685384	5.57446005780903	5.86261923703789	6.48682734979071	3.8683141248192	"Ghrh"	"DEGs of placenta with both genders"
"Klhl13"	7.29349128716794	7.49058059024732	6.54915835313708	6.17570155234968	7.01551504189998	5.08387309890595	6.52432565827687	4.38351878522403	3.35199648798538	3.63153930195064	2.15980283673961	1.86867874654342	2.30477352489903	5.5967904271241	3.89123024712074	4.26110073084828	3.20672304325362	5.43691778578604	6.92721360840692	7.20669083678906	7.44887493515387	4.85081317129086	"Klhl13"	"DEGs of placenta with both genders"
"1600025M17Rik"	7.62904086355397	7.68052856165697	7.57686988072373	7.695078654076	6.44380481341099	5.96834596101006	6.67590298950894	4.54574326909034	1.15580149117805	2.26240675230338	1.10847713584268	0	0	4.54248080097277	3.78383281038875	3.04783730124734	0.806043593868859	3.12007115268144	7.31040969068797	7.09735546624745	8.03611630583289	4.2087630002704	"1600025M17Rik"	"DEGs of placenta with both genders"
"Xlr5a"	5.48842504955069	4.93195185738648	3.89695238688524	3.48338031787441	4.14202267566055	4.22679625663467	4.02646226310021	2.57726663190761	0.690676648191743	0	0	0	0	2.37348801925951	2.06811965613919	2.54756716607827	0	1.83380868448704	4.78963510525669	4.9541784677604	5.42820148072702	2.4685161823893	"Xlr5a"	"DEGs of placenta with both genders"
"Cited1"	6.09862169641236	6.21708376082654	6.04117256105426	4.57980035024969	5.39039515820983	3.5815724230088	5.07799222714379	3.45103408543405	2.22781564738343	2.26240675230338	1.72785884775726	1.21784480176333	1.36533394344223	1.25940800296492	2.39447671048642	2.81927871689669	1.32009190150253	2.61577844589409	5.68241509846024	5.90837449036116	6.36409313662422	4.94484608120512	"Cited1"	"DEGs of placenta with both genders"
"Gm9112"	5.72168619460475	6.28108221202054	5.12806679438841	5.46866560621497	5.65167412983435	3.67985417274167	4.60338723038724	0	0	0	0	0	0	1.92141718217169	0	0	0	0	5.52890977793994	6.19350717503816	6.71740375317201	1.84449869942569	"Gm9112"	"DEGs of placenta with both genders"
"Dmrtc1b"	3.74202060543983	4.08985658217078	3.35961725920564	2.60693058931128	3.82633293287387	1.82046981156331	2.60850836790414	0	0	0	0	0	0	0	0	0	0	0	3.4096041586714	4.12151613920124	4.19941204203924	1.19889685574221	"Dmrtc1b"	"DEGs of placenta with both genders"
"Fgd1"	6.40679629858442	6.53840507922216	6.45072266725713	5.62569679274318	5.18556278790788	5.51511091710198	6.45414916438278	4.6915562172969	2.22781564738343	4.01717799235969	1.10847713584268	1.86867874654342	2.30477352489903	4.25713686349442	3.54159648132414	3.95786135110974	3.08476174753715	4.24438359567004	5.27671165125616	5.87419481177776	5.9388444023842	4.52518513134337	"Fgd1"	"DEGs of placenta with both genders"
"Car2"	9.01095045215492	9.44493747481371	8.60776199598557	8.88269110152173	9.30494521776535	7.88037009384977	8.10262942836964	3.07931299327145	4.67590703474875	2.26240675230338	6.06398215100948	6.07252372133926	6.10398979327648	6.68313730002433	4.84177759089887	4.06617922264688	6.67292538499831	4.73593869475034	8.84352179408998	9.20623286588982	9.6636810168602	5.9963565160119	"Car2"	"DEGs of placenta with both genders"
"Bglap3"	5.43312639522333	5.78109285808664	4.39735675421086	4.85829637277121	4.73751335680287	3.47610270130867	3.96049263961243	1.80076097969351	0	0	0	0	0	1.92141718217169	0	0	0	0	4.82775300787153	5.36848847041668	6.00195184646632	1.84449869942569	"Bglap3"	"DEGs of placenta with both genders"
"Hmgcs2"	1.08777964392113	0.88251867373153	0	0	1.2557634325876	0.882828739483898	2.42501296276216	2.57726663190761	5.89078309256076	3.63153930195064	7.55689717783445	7.00332142430821	7.74548420406807	6.74068595974757	4.89436083752512	4.910677644149	7.63900541445138	2.27713787278049	0.799506304995803	2.50777944456921	0.936816342169263	4.04855778808717	"Hmgcs2"	"DEGs of placenta with both genders"
"Cyr61"	7.60004324356485	7.13992083249012	7.49279228233955	7.13987567592036	6.61699624080752	7.44308777231401	7.17485352597027	6.41713255593571	4.27956122645142	5.08386175134012	4.78618457747112	4.07996498719697	5.24961407447336	5.2189108029655	5.48036536058642	5.73062939953393	5.37205165987597	5.70861171935408	7.67170724233932	7.00560625529188	6.84909104708759	6.41306335338622	"Cyr61"	"DEGs of placenta with both genders"
"Esrp1"	3.74202060543983	4.51937630572962	3.56179016639718	4.02469072777513	3.82633293287387	2.12959602362445	3.38806086541751	0	1.15580149117805	0	1.10847713584268	0	0	1.25940800296492	1.04576858541415	1.77536149038931	0	1.83380868448704	4.04881281507679	4.2691091980046	4.12576562383547	2.77196650580094	"Esrp1"	"DEGs of placenta with both genders"
"Hrct1"	5.02294775271683	5.34514013492285	3.89695238688524	5.46866560621497	4.66043001886108	3.77186549905975	4.51422904215123	0	3.26251809034688	2.26240675230338	1.72785884775726	2.31555740611604	2.51830313974079	2.71718823846573	2.88494861254233	2.21252470756492	2.8047310726725	0	4.90109430370094	5.21308627930878	5.26627185585733	3.42187029321182	"Hrct1"	"DEGs of placenta with both genders"
"Grhpr"	5.52414729781423	5.73613523231644	5.41586263336008	5.29243074471126	5.07109621618379	4.09049433612415	4.55949677087699	3.07931299327145	3.06496633438475	3.63153930195064	3.89473544774117	3.36203904359001	3.49138328377502	3.75977089947926	2.06811965613919	3.57344358616819	3.20672304325362	2.61577844589409	5.30401016353977	5.63660655376217	5.36559334168972	3.73428545930139	"Grhpr"	"DEGs of placenta with both genders"
"Ncmap"	4.33148549911698	4.62179106025186	3.89695238688524	3.77927596808462	4.6994864478972	2.95454970007885	3.28402197657116	0	0	0	1.10847713584268	0	0	0	1.64567020855345	1.14510278702269	1.32009190150253	1.19054192685384	4.34007375410968	4.71765868639441	4.78212948764682	2.0837585928359	"Ncmap"	"DEGs of placenta with both genders"
"Fblim1"	5.60976482922426	5.6897314390808	5.78251309142835	5.69823566474341	5.23956116871109	5.15394637053503	5.79777118723893	4.54574326909034	3.79647808640632	3.10363600559062	3.35747236605419	3.53703742822585	3.49138328377502	4.98492865601528	4.25519253875929	3.84074596263878	3.31917292768361	4.86851202339678	5.7030695125114	5.79114478412764	6.06241410136774	5.49351232144367	"Fblim1"	"DEGs of placenta with both genders"
"Arhgef16"	3.80145532413627	4.40913193009361	3.12442238728103	2.60693058931128	4.0841705870378	1.42651953272242	3.05030963410355	0	0.690676648191743	1.18012922443844	0	0	0.838491783415756	0	0	0	0	0	3.50678926759329	4.55457119886749	3.46692610425351	1.55751353475981	"Arhgef16"	"DEGs of placenta with both genders"
"Fgl2"	6.38753144367052	6.47140647951533	5.46712262557938	6.3206102891757	6.0342810326055	5.01022176226791	4.64598175880448	0	1.15580149117805	1.18012922443844	2.98860755657655	3.53703742822585	2.86897080842639	3.22710169594158	1.04576858541415	0	2.95153010172108	1.19054192685384	4.7102380148148	5.40086143528821	5.23158479111273	4.56521404295298	"Fgl2"	"DEGs of placenta with both genders"
"Ppp2r2c"	4.99775909643075	5.34514013492285	5.46712262557938	5.54931666728846	4.91392484768173	3.77186549905975	4.84191320685218	3.45103408543405	0	2.26240675230338	0	0	0	3.6030979938865	1.64567020855345	2.81927871689669	0.806043593868859	1.83380868448704	5.48187431783601	5.43252388992126	5.60120797219212	3.50654171977345	"Ppp2r2c"	"DEGs of placenta with both genders"
"Fgfbp1"	5.23180360121905	5.34514013492285	4.28757330428908	4.97967652035427	4.94675882150247	3.10364633767904	4.26376629519792	2.57726663190761	0	0	0	0	0	0	0	0	0.806043593868859	0	5.16203898191092	5.43252388992126	5.48820526456724	1.84449869942569	"Fgfbp1"	"DEGs of placenta with both genders"
"Rasal1"	4.44765414692618	4.46530691026113	4.68402329983498	4.02469072777513	4.40088314327132	2.78824955365902	4.26376629519792	1.80076097969351	0.690676648191743	1.82046142968812	0	0	0	2.99455697166917	0	1.14510278702269	1.32009190150253	1.19054192685384	3.98277535057399	5.01818231037758	4.73337483076557	2.4685161823893	"Rasal1"	"DEGs of placenta with both genders"
"Serpine1"	8.69560764285059	8.89208185009679	9.34667321624998	8.76941237031373	8.28813408185973	8.53397772298232	8.70107122742686	7.56823737815295	7.01496261662724	7.29199393627653	6.7308072289827	6.91096150095351	6.93522028020603	7.60557215678012	8.07277791638433	7.36254482360009	6.91582694464126	8.23399348179711	8.54200152995839	8.3889406538498	8.62593877276331	7.78959179815436	"Serpine1"	"DEGs of placenta with both genders"
"Pdgfa"	5.335973884614	5.0095652564764	5.06291576803525	4.85829637277121	4.30283954858212	4.09049433612415	4.46749479960843	3.07931299327145	1.78917059674216	3.30185027749791	1.72785884775726	2.93167346184491	2.30477352489903	2.71718823846573	2.88494861254233	2.21252470756492	1.99770439287717	2.88984790781713	4.58229513566149	5.11892316591452	4.87495801434242	3.80285566721207	"Pdgfa"	"DEGs of placenta with both genders"
"Rasl11a"	2.12974462052701	2.78767012020991	2.49373489240327	2.60693058931128	2.85712636826158	2.95454970007885	1.96848113679654	6.8173901745816	6.64184217929175	6.60308885513704	2.49178053692726	1.86867874654342	2.30477352489903	4.91998224346413	7.4733107386444	7.30843417439781	2.24551098364953	7.02813643414235	2.79161475585266	2.72790480019524	2.69728347822608	5.00429358994908	"Rasl11a"	"DEGs of placenta with both genders"
"Chst13"	3.91344796631536	4.01655328208935	3.73908244225773	3.11071281187816	3.89523938372219	2.12959602362445	3.05030963410355	1.80076097969351	0.690676648191743	0	0	0	0	1.25940800296492	1.04576858541415	0	0	0	3.98277535057399	4.15985393086219	3.46692610425351	1.84449869942569	"Chst13"	"DEGs of placenta with both genders"
"Pparg"	5.55900636548899	5.48757429348259	4.28757330428908	4.72575801826069	5.10057549807921	3.23876748915659	4.08954676254241	1.80076097969351	0	1.18012922443844	0	1.21784480176333	1.36533394344223	0	0	0	1.6983208259234	1.19054192685384	5.24888662088488	5.43252388992126	5.60120797219212	2.4685161823893	"Pparg"	"DEGs of placenta with both genders"
"Mgp"	7.19719639496109	7.22373169474192	8.15541007492541	8.5320616448647	7.99430853930966	8.62930586362081	7.94525262998495	11.2631019505502	10.7612719717332	10.7107025087207	10.1220522790595	10.8445660642584	9.30453841553719	9.87306125056966	10.6224266560602	10.563291957264	8.24843084565335	10.4433448519454	7.90799173308806	7.52941221655869	7.63291254832645	9.66891074933228	"Mgp"	"DEGs of placenta with both genders"
"Zfp667"	5.54168211421358	5.8877149255358	5.19040233663186	4.41739667990817	4.77456363044041	4.16025437761297	4.84191320685218	2.57726663190761	2.40552476109167	2.60024189668681	2.49178053692726	1.21784480176333	1.36533394344223	4.02978180359604	3.07916666513159	3.41858814830099	2.8047310726725	3.64863357852559	5.30401016353977	5.63660655376217	5.57377621557508	3.2359819640178	"Zfp667"	"DEGs of placenta with both genders"
"Bcam"	5.1654885980399	5.1186770972839	4.76818098872766	5.38323753752689	5.29161116023038	4.97193636023412	5.16842967933253	6.45847030672613	6.74455106931381	6.42324264785251	6.4355830320418	6.46785543501941	6.44147676012248	6.70257637215215	6.33690714949696	6.10539851162705	6.20155107931	6.28434897907843	4.82775300787153	5.31852483433857	4.51999352313999	5.90572759637288	"Bcam"	"DEGs of placenta with both genders"
"Krtdap"	4.52020851871329	4.3506807044033	6.26043188538296	5.69823566474341	5.01026659302668	6.57783031643776	5.75948740453012	8.87800021099456	8.75302377766422	9.21304174780789	7.39785424683104	7.44877436669298	6.7147913023151	6.8666596814657	9.10676933312895	8.63811363298517	5.17693201381558	8.05774059720069	5.2205143619604	4.12151613920124	4.51999352313999	6.17513010804292	"Krtdap"	"DEGs of placenta with both genders"
"Klk9"	2.30425793073808	2.95395958626061	3.35961725920564	0	1.62382106513146	2.38403229178112	3.38806086541751	4.20071435875084	6.62398996960315	5.79277055003116	4.78618457747112	3.83389180857565	3.49138328377502	4.78059999320746	6.74747588025631	5.3136740929824	1.32009190150253	6.94047849837184	3.19307144817358	2.82653264902335	2.69728347822608	4.39796931409497	"Klk9"	"DEGs of placenta with both genders"
"Dkkl1"	5.29520385412598	5.40381175799869	3.89695238688524	4.85829637277121	4.66043001886108	2.38403229178112	3.81874983778277	0	0	0	0	0	0	2.37348801925951	0	1.14510278702269	0.806043593868859	1.19054192685384	5.06962648977561	5.07946689172879	5.39723700753832	1.84449869942569	"Dkkl1"	"DEGs of placenta with both genders"
"Pcsk6"	4.40996113086643	4.84992446393628	4.99468284558903	3.11071281187816	3.59734979487041	4.01718896255787	3.89136129341249	0	1.15580149117805	0	1.10847713584268	0	1.36533394344223	1.25940800296492	1.04576858541415	0	0.806043593868859	2.27713787278049	4.23052045370444	4.49583740667706	4.96217297691126	3.13320908518031	"Pcsk6"	"DEGs of placenta with both genders"
"Sct"	9.52232064547333	9.96307615492876	9.40369784588418	9.65837538979458	9.2874276966435	8.31442116554099	8.68584134795336	7.74569043531576	4.98650275728812	5.85720179810106	4.00273227213682	3.96216848236739	4.66866224316255	8.19150711373551	6.94735731795193	5.97252178173629	4.6409171575417	7.25097468676658	9.61554638713739	9.53452765493645	10.3220459746061	6.55897365591821	"Sct"	"DEGs of placenta with both genders"
"Gm49394"	4.20513704456804	3.67922951715367	2.84327151574431	2.60693058931128	3.82633293287387	2.38403229178112	2.42501296276216	0	0	0	0	0	0	0	1.04576858541415	0	0	0	3.4096041586714	4.37066986066123	2.69728347822608	1.19889685574221	"Gm49394"	"DEGs of placenta with both genders"
"Adgrg6"	5.79662718878356	6.11542607445983	5.51662363273027	4.72575801826069	5.59065538304284	4.16025437761297	5.30759809254621	3.99133925464476	1.15580149117805	1.82046142968812	2.15980283673961	2.93167346184491	1.36533394344223	3.75977089947926	2.88494861254233	2.21252470756492	1.99770439287717	4.14331177804156	5.19157291749849	5.50876712962167	5.85016309985332	3.58651808015265	"Adgrg6"	"DEGs of placenta with both genders"
"Arhgap18"	5.60976482922426	5.25240076455253	5.25015568859959	4.57980035024969	4.57899447830352	4.40977758157945	4.76670272826526	3.45103408543405	3.26251809034688	2.87378439143116	3.35747236605419	3.36203904359001	3.76668805514391	3.90108396752697	3.40329404726593	3.57344358616819	4.06321053440041	4.24438359567004	4.44189188236461	4.86416834031693	5.04441476473751	4.44163294371435	"Arhgap18"	"DEGs of placenta with both genders"
"Bcr"	6.73868500230569	6.93636836029545	7.08042223438209	6.91484496925267	6.3730939913417	5.86767752651357	6.76555698567011	5.73240025900228	3.06496633438475	4.64693702399692	2.76147599797131	3.96216848236739	3.76668805514391	5.46640592588714	5.0873967620488	5.02246061534967	3.77852097421248	4.73593869475034	6.91840862981908	6.70215442505189	7.04160206240373	4.94484608120512	"Bcr"	"DEGs of placenta with both genders"
"Fstl3"	6.76877718314061	7.39258385959502	6.34507563860105	6.22563927634604	6.80780288965702	5.11933513481066	5.79777118723893	4.20071435875084	4.60487392058291	3.63153930195064	4.7244289428175	4.8502887131944	4.988185274603	5.16387592260732	4.54558441021156	3.57344358616819	5.0194004917879	4.33883578569662	6.40390016440899	6.96828850428864	6.45710872638178	5.19495848936712	"Fstl3"	"DEGs of placenta with both genders"
"1500009L16Rik"	6.3382128517493	6.69930327087098	6.10729060026817	5.69823566474341	6.65722988791541	3.93995851104676	5.30759809254621	0	2.40552476109167	1.18012922443844	2.76147599797131	2.93167346184491	3.27351253247507	2.99455697166917	2.06811965613919	1.77536149038931	2.95153010172108	2.27713787278049	6.0479849474766	6.58729048269427	6.71740375317201	2.90269172801765	"1500009L16Rik"	"DEGs of placenta with both genders"
"AV026068"	6.99565412403683	6.69930327087098	6.99568059356624	7.26455384106661	7.36436497569365	8.04154996370679	7.54488235881721	8.37233076473975	9.13659879678741	9.01898469074432	9.22858030063358	8.66800880150442	8.78914454605608	8.34782571285997	8.6521409898876	8.77608560052588	8.84243509175736	8.44512342895862	6.82727058872936	6.64923792381901	6.729884568441	8.10003249830944	"AV026068"	"DEGs of placenta with both genders"
"Isy01"	5.88170215717597	5.92825104055841	5.97187821161364	6.40971373360167	6.04947687562805	6.41614275290719	6.05647675195802	7.54922990702607	7.88747345670323	7.26849482360814	7.98326202800716	8.58076762189327	8.52778957080343	7.7244470311067	7.40246306782751	6.90374509198636	8.07109121320999	6.65858282074673	5.89481601800687	5.76651080990553	5.60120797219212	7.02143807773403	"Isy01"	"DEGs of placenta with both genders"
"Adcy7"	5.54168211421358	5.84600683846473	5.36271402694238	4.97967652035427	5.10057549807921	4.46595377932901	5.33389040069648	4.38351878522403	1.15580149117805	2.26240675230338	2.98860755657655	2.65625824399709	2.51830313974079	4.45349274974127	3.54159648132414	3.24508976765027	1.32009190150253	3.49301664663924	5.48187431783601	5.66354003058124	5.85016309985332	3.93093103986215	"Adcy7"	"DEGs of placenta with both genders"
"Vstm4"	5.11952220423697	5.78109285808664	5.78251309142835	5.1955221350002	5.15778627442746	3.47610270130867	5.38507977056046	1.80076097969351	2.02510031240372	1.82046142968812	2.98860755657655	3.53703742822585	2.70426519853919	4.14793333203117	3.07916666513159	3.41858814830099	1.32009190150253	2.27713787278049	5.27671165125616	5.49383742101027	5.82711405582768	3.50654171977345	"Vstm4"	"DEGs of placenta with both genders"
